id,creation_tx,amount,timestamp,event_id,token,creator,certificate,certificate
1,0xa524187d2e7b09791e142457c2ef8d8b9233823da8577391a5a1f6180bea7f64,1400000000000000000000,1651262728,1,0x463de2a5c6e8bb0c87f4aa80a02689e6680f72c7,0x4ae70efbc57df5f16fc5fa2ccf016887e6312afb,1,
2,0x1e2cfbd9f8a70b455219162766801f09b0f9340bf2ba03583d4dc91988d9076b,75000000000000000000,1651286131,2,0xb139c4cc9d20a3618e9a2268d73eff18c496b991,0xdb8c07473162a637041e3581c3d702eef50b201e,,
3,0x1e860ab2188d931b28c9245c215811766333ea344efc05cd21a824a0274b9c66,75000000000000000000,1651286431,3,0xb9095520d2179c20152fa480523a0bdcaf512070,0xdb8c07473162a637041e3581c3d702eef50b201e,,
4,0xac009c731a34ef98cfe08e0b0dc802965ef7543487239eb1bb72ff3b8ae5d22f,78730000000000000000,1651286631,4,0x9e9b3a0208e19c44096fdaf99c09fd4991e52e73,0xdb8c07473162a637041e3581c3d702eef50b201e,,
5,0x765a76ae8d28aa5a57b995c19f76c1fabf984e01a95b283d9913b28e09c9dc31,86000000000000000000,1651286833,5,0xb139c4cc9d20a3618e9a2268d73eff18c496b991,0xdb8c07473162a637041e3581c3d702eef50b201e,,
6,0xc734f76acb9ff6fe69ce2efd6c8a998d5e203cddd2858a7d36868dcb22078b0e,1827207937498251509,1651293553,6,0xb139c4cc9d20a3618e9a2268d73eff18c496b991,0xcefb61af5325c0c100cbd77eb4c9f51d17b189ca,,
7,0x6d402704bce3b2a9d522176a685e1f532ffd597ae95015203c0cb158216788f8,1827205859565300315,1651293607,7,0xb139c4cc9d20a3618e9a2268d73eff18c496b991,0xcefb61af5325c0c100cbd77eb4c9f51d17b189ca,,
8,0x30ea480a915f4820576544e858b6db3e52a57cabd684f0b00108eb833f9412f0,1950200047734585410,1651366845,8,0xb139c4cc9d20a3618e9a2268d73eff18c496b991,0xcefb61af5325c0c100cbd77eb4c9f51d17b189ca,,
9,0x144a1aceb0d17f5495710efdf5e2859798f809b1d9cc608359991d71f37d90fa,300000000000000000,1651373416,9,0xb139c4cc9d20a3618e9a2268d73eff18c496b991,0x67acb2e127fdf171732b6b2648cb5c91c7db1843,,
10,0x4ab4893ba065090b01fd6af5d701ad5222ac1430eb21bd0884aa84a5e625a880,2634949971247416734,1651382328,10,0xb139c4cc9d20a3618e9a2268d73eff18c496b991,0x0567c6ed430fdd5aee8332f0cd8f5a0ee97de317,,
11,0xb17e7886916c6834b4e6a92f029f21c59b9e2bc30e946e9ae2ac869e6d9a5178,100000000000000000,1651437757,11,0xb139c4cc9d20a3618e9a2268d73eff18c496b991,0xcefb61af5325c0c100cbd77eb4c9f51d17b189ca,,
12,0x4f286993c93639fc447a382aff32beb9ca0198d51e7b8bb652fb77791d2f8ca7,700000000000000000000,1651447627,12,0xb139c4cc9d20a3618e9a2268d73eff18c496b991,0xcefb61af5325c0c100cbd77eb4c9f51d17b189ca,,
13,0xc131075225ab18ddc87154d1adfbdd211b996b4b3b30970af4e1a4eb0a883793,1963399095830301967,1651447941,13,0xb139c4cc9d20a3618e9a2268d73eff18c496b991,0xcefb61af5325c0c100cbd77eb4c9f51d17b189ca,,
14,0x661b0ce4858f1f59f3eb784b6e70c40cfbe60371ed202d90e519724f410b6abd,1000000000000000,1651480683,14,0xb139c4cc9d20a3618e9a2268d73eff18c496b991,0xcefb61af5325c0c100cbd77eb4c9f51d17b189ca,,
15,0xf2ad5b47a825a84fb4ec9712186e359afd90320a9c028536d307eaf35f5265ef,100000000000000,1651481053,15,0xb139c4cc9d20a3618e9a2268d73eff18c496b991,0xcefb61af5325c0c100cbd77eb4c9f51d17b189ca,,
16,0x6617f665bc60c8e5aedc32b0adc30e061d6797983ddf7ea86d1128ee60008120,100000000000000,1651481603,16,0xb139c4cc9d20a3618e9a2268d73eff18c496b991,0xcefb61af5325c0c100cbd77eb4c9f51d17b189ca,,
17,0x9913479197e89b2a2d897f499779346a3c81594368aff750bfcaf4d861f913db,100000000000000,1651482405,17,0xb139c4cc9d20a3618e9a2268d73eff18c496b991,0xcefb61af5325c0c100cbd77eb4c9f51d17b189ca,,
18,0x6af1981e1d94f0d6e19c8e6d2e7da146d021906f7ce27ce718bdb6366e2ef4b2,1000000000000000,1651483127,18,0xb139c4cc9d20a3618e9a2268d73eff18c496b991,0xcefb61af5325c0c100cbd77eb4c9f51d17b189ca,,
19,0xdf5dba7c112a94a2592de6999730af0363bab57f5aee545784c57b1f4bb27ed3,1000000000000000,1651483639,19,0xb139c4cc9d20a3618e9a2268d73eff18c496b991,0xcefb61af5325c0c100cbd77eb4c9f51d17b189ca,,
20,0x9c15359aa85a018359ded4e9cffc778dc2d874cf7b112b66a8a9bc76d7279397,1000000000000000,1651483829,20,0xb139c4cc9d20a3618e9a2268d73eff18c496b991,0xcefb61af5325c0c100cbd77eb4c9f51d17b189ca,,
21,0x393f81e5d70b6ce3ecd95ce6dc226e1a6e3532897ecf109a14ba4027a90a9c55,100000000000000,1651484495,21,0xb139c4cc9d20a3618e9a2268d73eff18c496b991,0xcefb61af5325c0c100cbd77eb4c9f51d17b189ca,,
22,0xf230c8be297fbc2ee5b4650d92f85d9478f2e4b60db618bfd45d0b151b037544,200000000000000000000,1651490031,22,0xb139c4cc9d20a3618e9a2268d73eff18c496b991,0xcefb61af5325c0c100cbd77eb4c9f51d17b189ca,,
23,0x98e575afc56869c4c0b28e3e7834050daaf136656680cf9e6aa1e5768655119c,100000000000000,1651492895,23,0xb139c4cc9d20a3618e9a2268d73eff18c496b991,0xcefb61af5325c0c100cbd77eb4c9f51d17b189ca,,
24,0xbcbf90ba9abe4444e20942009a940921a4e800d3bcebff2310c35083fc99480d,261402860821787835,1651501443,24,0xb139c4cc9d20a3618e9a2268d73eff18c496b991,0xcefb61af5325c0c100cbd77eb4c9f51d17b189ca,,
25,0xfce7a0c6d94317f139b1dfa7f994286e23ad65af0eb307dc576b583aa899961a,100000000000000,1651502883,25,0xb139c4cc9d20a3618e9a2268d73eff18c496b991,0xcefb61af5325c0c100cbd77eb4c9f51d17b189ca,,
26,0xf0a6a227fd5e844e12f31cb44ab80cee25604d5ed6a1164cd4098bcf13eada29,5000000000000000,1651503789,26,0x463de2a5c6e8bb0c87f4aa80a02689e6680f72c7,0x79e63048b355f4fba192c5b28687b852a5521b31,,
27,0xba9282994180a8b857d61f4e8d82813abd21a2aecc4bbd5a478221814dc621e6,1926851349076391047,1651522121,27,0xb139c4cc9d20a3618e9a2268d73eff18c496b991,0xcefb61af5325c0c100cbd77eb4c9f51d17b189ca,,
28,0x77ab21f717b9fecc5f9ac3eaabb45f7b8cb6e1949e36db94e81a38c84ba0e6be,1926849098629318856,1651523107,28,0xb139c4cc9d20a3618e9a2268d73eff18c496b991,0xcefb61af5325c0c100cbd77eb4c9f51d17b189ca,,
29,0x2bac42b0778d43da9bd7aa8a3fd3abc6c993e36ebae8af481ebdba0d42cb9372,1925908903432253832,1651531690,29,0xb139c4cc9d20a3618e9a2268d73eff18c496b991,0xcefb61af5325c0c100cbd77eb4c9f51d17b189ca,,
30,0x90b1e69001d0b2646ce1a9e201dd212d334496d9d5fb14e97751865d080f1fa6,1936569600200669231,1651538664,30,0xb139c4cc9d20a3618e9a2268d73eff18c496b991,0xcefb61af5325c0c100cbd77eb4c9f51d17b189ca,,
31,0xf41587f7ee0dd58286d214651130a71eae188bcad0408d9abb5371ce61d066eb,2892000000000000000,1651540378,31,0xb139c4cc9d20a3618e9a2268d73eff18c496b991,0xcefb61af5325c0c100cbd77eb4c9f51d17b189ca,,
32,0x5d939688ed8673154b9aec3049ec0e4095e6e48aac6bdcca321461190f0e8bd6,1935376299219985103,1651555286,32,0xb139c4cc9d20a3618e9a2268d73eff18c496b991,0xcefb61af5325c0c100cbd77eb4c9f51d17b189ca,,
33,0x8ea15d12395865582a96f506c710e63a3ffa4e137c25c3edb5bc4726b0473c9f,215931490111114140,1651568815,33,0xb139c4cc9d20a3618e9a2268d73eff18c496b991,0xcefb61af5325c0c100cbd77eb4c9f51d17b189ca,,
34,0xebd0e00cfc24c2303df01797349104e0c6e7078875040055e0f049d0acdf002f,1928421312694313625,1651569935,34,0xb139c4cc9d20a3618e9a2268d73eff18c496b991,0xcefb61af5325c0c100cbd77eb4c9f51d17b189ca,,
